EDULIT_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",SLE,Sierra Leone,2017,2017,40.36542,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",SWZ,Eswatini,2014,2014,77.457,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",TLS,Timor-Leste,2016,2016,77.68369,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",TGO,Togo,2014,2014,41.44419,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",TKM,Turkmenistan,2016,2016,100,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",UGA,Uganda,2016,2016,27.15741,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",URY,Uruguay,2012,2012,98.01,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",URY,Uruguay,2013,2013,100,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",URY,Uruguay,2014,2014,98.69,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",URY,Uruguay,2015,2015,97.45,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",URY,Uruguay,2016,2016,98.74,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",YEM,Yemen,2013,2013,42.17945,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",ZMB,Zambia,2013,2013,64.1163,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",ZWE,Zimbabwe,2015,2015,82.33723,,
CR_1_Q2_F,"Completion rate, primary education, second quintile, female (%)",MNE,Montenegro,2013,2013,100,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",AFG,Afghanistan,2015,2015,62.43543,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",BRB,Barbados,2012,2012,94.74453,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",BEN,Benin,2014,2014,50.92178,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",BDI,Burundi,2017,2017,36.76513,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",KHM,Cambodia,2014,2014,59.52547,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",TCD,Chad,2014,2014,19.69565,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",COL,Colombia,2012,2012,87.81,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",COL,Colombia,2013,2013,87.14,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",COL,Colombia,2014,2014,88.23,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",COL,Colombia,2015,2015,88.11502,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",COL,Colombia,2016,2016,89.68,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",CIV,C̫te d'Ivoire,2012,2012,34.09667,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",CIV,C̫te d'Ivoire,2016,2016,52.52121,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",COD,Democratic Republic of the Congo,2013,2013,61.37405,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",ETH,Ethiopia,2016,2016,34.13398,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",GHA,Ghana,2015,2015,59.93088,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",GIN,Guinea,2012,2012,34.16339,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",GIN,Guinea,2016,2016,41.45557,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",HND,Honduras,2012,2012,71.03,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",HND,Honduras,2013,2013,77.96,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",HND,Honduras,2014,2014,78.06,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",HND,Honduras,2015,2015,79.42,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",HND,Honduras,2016,2016,72.79,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",KEN,Kenya,2014,2014,77.27235,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",KGZ,Kyrgyzstan,2012,2012,98.85346,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",KGZ,Kyrgyzstan,2014,2014,99.74457,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",LSO,Lesotho,2014,2014,43.41076,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",LBR,Liberia,2013,2013,14.02782,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",NAM,Namibia,2013,2013,66.85323,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",NPL,Nepal,2014,2014,69.55293,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",NPL,Nepal,2016,2016,82.87968,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",NER,Niger,2012,2012,25.28272,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",PAK,Pakistan,2012,2012,58.26543,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",LCA,Saint Lucia,2012,2012,100,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",STP,Sao Tome and Principe,2014,2014,64.64787,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",SEN,Senegal,2016,2016,32.17562,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",SEN,Senegal,2017,2017,39.36131,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",SLE,Sierra Leone,2013,2013,48.29631,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",SLE,Sierra Leone,2017,2017,39.918,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",SDN,Sudan,2014,2014,53.21262,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",SWZ,Eswatini,2014,2014,49.49683,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",TJK,Tajikistan,2012,2012,97.60133,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",TJK,Tajikistan,2017,2017,100,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",TZA,United Republic of Tanzania,2015,2015,60.8438,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",TLS,Timor-Leste,2016,2016,65.61961,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",TUN,Tunisia,2012,2012,93.67567,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",UGA,Uganda,2016,2016,28.4613,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",UKR,Ukraine,2013,2013,99.63296,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",URY,Uruguay,2012,2012,96.36,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",URY,Uruguay,2013,2013,99.58776,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",URY,Uruguay,2014,2014,98.22,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",URY,Uruguay,2015,2015,96.29,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",URY,Uruguay,2016,2016,97.59,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",YEM,Yemen,2013,2013,64.96559,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",ZWE,Zimbabwe,2015,2015,83.27971,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",SRB,Serbia,2014,2014,100,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",MNE,Montenegro,2013,2013,100,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",AFG,Afghanistan,2015,2015,43.00224,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",BGD,Bangladesh,2014,2014,84.56422,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",BLZ,Belize,2016,2016,97.48889,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",BEN,Benin,2014,2014,53.14716,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",BOL,Bolivia (Plurinational State of),2012,2012,93.27,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",BOL,Bolivia (Plurinational State of),2013,2013,96.32,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",BOL,Bolivia (Plurinational State of),2014,2014,92.13,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",BOL,Bolivia (Plurinational State of),2015,2015,97.41,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",CMR,Cameroon,2014,2014,80.69066,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",TCD,Chad,2014,2014,19.03005,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",COG,Congo,2012,2012,77.20098,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",COG,Congo,2015,2015,85.20351,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",COD,Democratic Republic of the Congo,2013,2013,63.86251,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",EGY,Egypt,2014,2014,91.42172,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",ETH,Ethiopia,2016,2016,39.38891,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",GAB,Gabon,2012,2012,75.41562,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",GUY,Guyana,2014,2014,97.01219,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",IND,India,2016,2016,94.38895,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",KGZ,Kyrgyzstan,2012,2012,100,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",KGZ,Kyrgyzstan,2014,2014,100,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",LAO,Lao People's Democratic Republic,2012,2012,73.64143,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",LSO,Lesotho,2014,2014,64.72012,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",LBR,Liberia,2013,2013,22.99936,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",MLI,Mali,2013,2013,30.86004,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",MLI,Mali,2015,2015,41.46294,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",NPL,Nepal,2014,2014,73.6508,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",NPL,Nepal,2016,2016,76.18215,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",PSE,Palestine,2014,2014,98.83755,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",RWA,Rwanda,2015,2015,55.18849,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",SWZ,Eswatini,2014,2014,70.69415,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",TJK,Tajikistan,2012,2012,97.71529,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",TJK,Tajikistan,2017,2017,98.93759,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",TLS,Timor-Leste,2016,2016,78.15038,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",UGA,Uganda,2016,2016,41.84824,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",UKR,Ukraine,2013,2013,99.88974,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",URY,Uruguay,2012,2012,98.82,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",URY,Uruguay,2013,2013,96.64061,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",URY,Uruguay,2014,2014,98.94,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",URY,Uruguay,2015,2015,99.05,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",URY,Uruguay,2016,2016,98.88,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",YEM,Yemen,2013,2013,66.33376,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",ZMB,Zambia,2013,2013,70.76107,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",ZWE,Zimbabwe,2015,2015,89.99205,,
CR_1_Q3,"Completion rate, primary education, middle quintile, both sexes (%)",SRB,Serbia,2014,2014,100,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",BRB,Barbados,2012,2012,100,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",BOL,Bolivia (Plurinational State of),2012,2012,91.92,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",BOL,Bolivia (Plurinational State of),2013,2013,96.36,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",BOL,Bolivia (Plurinational State of),2014,2014,91.23,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",BOL,Bolivia (Plurinational State of),2015,2015,97.88,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",CMR,Cameroon,2014,2014,81.78677,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",TCD,Chad,2014,2014,15.85089,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",GAB,Gabon,2012,2012,77.0834,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",GMB,Gambia,2013,2013,48.11911,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",GHA,Ghana,2015,2015,76.52601,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",GUY,Guyana,2014,2014,98.98952,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",HND,Honduras,2012,2012,84.98,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",HND,Honduras,2013,2013,87.45,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",HND,Honduras,2014,2014,84.67,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",HND,Honduras,2015,2015,91.81,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",HND,Honduras,2016,2016,88.92,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",IND,India,2016,2016,94.5999,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",KAZ,Kazakhstan,2015,2015,99.72728,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",MLI,Mali,2013,2013,26.57303,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",MLI,Mali,2015,2015,32.67771,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",MDA,Republic of Moldova,2012,2012,100,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",MNG,Mongolia,2014,2014,99.73019,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",NER,Niger,2012,2012,7.8019,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",NGA,Nigeria,2013,2013,74.16991,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",NGA,Nigeria,2016,2016,74.08342,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",STP,Sao Tome and Principe,2014,2014,84.83995,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",SDN,Sudan,2014,2014,54.9948,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",SWZ,Eswatini,2014,2014,80.4503,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",TJK,Tajikistan,2012,2012,97.69807,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",TJK,Tajikistan,2017,2017,97.81517,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",TZA,United Republic of Tanzania,2015,2015,82.84785,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",TGO,Togo,2014,2014,60.37699,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",TUN,Tunisia,2012,2012,97.33069,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",VNM,Viet Nam,2014,2014,99.62233,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",YEM,Yemen,2013,2013,56.83342,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",ZWE,Zimbabwe,2015,2015,92.565,,
CR_1_Q3_F,"Completion rate, primary education, middle quintile, female (%)",MNE,Montenegro,2013,2013,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",AFG,Afghanistan,2015,2015,59.75436,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",ARM,Armenia,2016,2016,98.27167,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BRB,Barbados,2012,2012,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BLR,Belarus,2012,2012,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BLZ,Belize,2016,2016,96.71627,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BEN,Benin,2014,2014,56.5569,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BOL,Bolivia (Plurinational State of),2012,2012,94.77,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BOL,Bolivia (Plurinational State of),2013,2013,96.28,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BOL,Bolivia (Plurinational State of),2014,2014,92.92,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BOL,Bolivia (Plurinational State of),2015,2015,96.98,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BRA,Brazil,2012,2012,84.87,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BRA,Brazil,2013,2013,82.37,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BRA,Brazil,2014,2014,85,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BRA,Brazil,2015,2015,87.02,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",BRA,Brazil,2016,2016,89.71,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",KHM,Cambodia,2014,2014,69.82668,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",CMR,Cameroon,2014,2014,79.45535,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",COG,Congo,2012,2012,80.88356,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",COG,Congo,2015,2015,86.93829,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",CRI,Costa Rica,2012,2012,96.49,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",CRI,Costa Rica,2013,2013,97.31,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",CRI,Costa Rica,2014,2014,96.4,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",CRI,Costa Rica,2015,2015,93.07,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",CRI,Costa Rica,2016,2016,97.46,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",CIV,C̫te d'Ivoire,2012,2012,45.39423,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",CIV,C̫te d'Ivoire,2016,2016,56.198,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",GAB,Gabon,2012,2012,72.86192,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",GMB,Gambia,2013,2013,53.84365,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",GHA,Ghana,2015,2015,69.53385,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",GUY,Guyana,2014,2014,94.98189,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",HTI,Haiti,2012,2012,40.68839,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",HTI,Haiti,2017,2017,45.34936,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",IND,India,2016,2016,94.18928,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",KGZ,Kyrgyzstan,2012,2012,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",KGZ,Kyrgyzstan,2014,2014,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",LBR,Liberia,2013,2013,22.88893,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",MWI,Malawi,2016,2016,38.9088,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",MRT,Mauritania,2015,2015,58.01516,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",MDA,Republic of Moldova,2012,2012,98.16114,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",NER,Niger,2012,2012,26.51946,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",PSE,Palestine,2014,2014,99.13664,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",LCA,Saint Lucia,2012,2012,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",SLE,Sierra Leone,2013,2013,58.58317,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",SLE,Sierra Leone,2017,2017,62.43825,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",SDN,Sudan,2014,2014,63.3236,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",TJK,Tajikistan,2012,2012,97.73094,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",TJK,Tajikistan,2017,2017,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",TZA,United Republic of Tanzania,2015,2015,72.98919,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",TGO,Togo,2014,2014,72.15514,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",TUN,Tunisia,2012,2012,96.91338,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",TKM,Turkmenistan,2016,2016,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",UKR,Ukraine,2013,2013,99.7905,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",URY,Uruguay,2012,2012,98.18,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",URY,Uruguay,2013,2013,100,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",URY,Uruguay,2014,2014,98.86,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",URY,Uruguay,2015,2015,99.15,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",URY,Uruguay,2016,2016,99.02,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",VNM,Viet Nam,2014,2014,97.81411,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",YEM,Yemen,2013,2013,76.413,,
CR_1_Q3_M,"Completion rate, primary education, middle quintile, male (%)",SRB,Serbia,2014,2014,100,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",BGD,Bangladesh,2014,2014,87.11147,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",BRB,Barbados,2012,2012,98.83698,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",BLZ,Belize,2016,2016,99.81528,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",BEN,Benin,2014,2014,65.47079,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",TCD,Chad,2014,2014,20.03201,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",COL,Colombia,2012,2012,95.71,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",COL,Colombia,2013,2013,96.99,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",COL,Colombia,2014,2014,97.64,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",COL,Colombia,2015,2015,97.6788,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",COL,Colombia,2016,2016,96.56,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",COG,Congo,2012,2012,87.43266,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",COG,Congo,2015,2015,92.72947,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",CRI,Costa Rica,2012,2012,99.66,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",CRI,Costa Rica,2013,2013,98.72,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",CRI,Costa Rica,2014,2014,99.22,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",CRI,Costa Rica,2015,2015,98.57,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",CRI,Costa Rica,2016,2016,98.41,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",COD,Democratic Republic of the Congo,2013,2013,72.72427,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",EGY,Egypt,2014,2014,92.23693,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",ETH,Ethiopia,2016,2016,48.39274,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",KAZ,Kazakhstan,2015,2015,100,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",KEN,Kenya,2014,2014,93.16161,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",LAO,Lao People's Democratic Republic,2012,2012,88.11272,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",LBR,Liberia,2013,2013,39.83052,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",MWI,Malawi,2016,2016,53.64039,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",MRT,Mauritania,2015,2015,62.24177,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",MDA,Republic of Moldova,2012,2012,100,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",NER,Niger,2012,2012,25.19615,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",PSE,Palestine,2014,2014,99.73927,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",RWA,Rwanda,2015,2015,59.49945,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",LCA,Saint Lucia,2012,2012,100,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",STP,Sao Tome and Principe,2014,2014,88.42591,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",SEN,Senegal,2016,2016,47.90985,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",SEN,Senegal,2017,2017,54.91735,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",SLE,Sierra Leone,2013,2013,72.49804,,
CR_1_Q4,"Completion rate, primary education, fourth quintile, both sexes (%)",SLE,Sierra Leone,2017,2017,81.39347,,
